timestamp_utc	iteration_id	git_commit	candidate_id	candidate_description	input_run_root	max_assets	max_rebalances	optimizer_max_weight	cost_bps	candidate_sharpe	spy_sharpe	sharpe_diff	sharpe_diff_ci_low	sharpe_diff_ci_high	annualized_return	active_return	tracking_error	information_ratio	max_drawdown	mean_turnover	ir_observations	status	notes
2026-04-24T16:44:56.347209+00:00	exp_ridge_return_zscore_20260424T164452Z	e9c88bdece26be1b57e9df290c74b3b151342136	ridge_return_zscore	Ridge return model with z-scored forecast scores.	data/runs/phase2-source-20260424	100	48	0.3	5.0	2.6247591173344795	1.1306854857762518	1.4940736315582277	-0.36147997334289905	1.4116715946975453	0.7348613801302661	0.4234215516510147	0.2002638717580137	2.114318213934517	-0.1321432748194875	0.7288114290841221	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:45:13.682678+00:00	exp_lightgbm_return_zscore_20260424T164457Z	e9c88bdece26be1b57e9df290c74b3b151342136	lightgbm_return_zscore	LightGBM return model with z-scored forecast scores.	data/runs/phase2-source-20260424	100	48	0.3	5.0	1.6701527427545555	1.1306854857762518	0.5394672569783037	-0.7621949903178075	1.0166148728117061	0.5079465389637103	0.2883787786588617	0.22347262525399744	1.290443419327501	-0.13089368051249972	0.7576693442712844	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:45:35.092831+00:00	exp_lightgbm_rank_20260424T164514Z	e9c88bdece26be1b57e9df290c74b3b151342136	lightgbm_rank	LightGBM LambdaRank model on 5-day forward ranks.	data/runs/phase2-source-20260424	100	48	0.3	5.0	1.6604853623890288	1.1306854857762518	0.5297998766127769	-0.8898073882279354	1.0439378742174343	0.5172555653435584	0.2965681201173799	0.25399684160652775	1.167605542815372	-0.1538874252423934	0.6804902439909682	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:46:43.112253+00:00	exp_e8_scale_0p7_20260424T164625Z	e9c88bdece26be1b57e9df290c74b3b151342136	e8_scale_0p7	E8 blend with forecast scores scaled down by 0.7 before optimization.	data/runs/phase2-source-20260424	100	48	0.3	5.0	2.9483380169656885	1.1306854857762518	1.8176525311894367	-0.4138596387171091	1.523913823715166	0.9416797727474748	0.5487765540547364	0.24022157490114646	2.284459896162796	-0.1775960838929459	0.704860607653967	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:47:01.863911+00:00	exp_e8_scale_0p8_20260424T164644Z	e9c88bdece26be1b57e9df290c74b3b151342136	e8_scale_0p8	E8 blend with forecast scores scaled down by 0.8 before optimization.	data/runs/phase2-source-20260424	100	48	0.3	5.0	2.999766479934646	1.1306854857762518	1.8690809941583941	-0.39726846143846667	1.5659648340545285	1.0057594156948881	0.586625335314398	0.25750172012346345	2.2781414238053665	-0.18745667166454927	0.6953241562497323	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:47:20.714210+00:00	exp_e8_scale_0p9_20260424T164703Z	e9c88bdece26be1b57e9df290c74b3b151342136	e8_scale_0p9	E8 blend with forecast scores scaled down by 0.9 before optimization.	data/runs/phase2-source-20260424	100	48	0.3	5.0	3.0235925428279553	1.1306854857762518	1.8929070570517035	-0.4185020544831428	1.559759223992927	1.0566211276841808	0.6165702525093878	0.27238044234713904	2.263636284589006	-0.19438341455803243	0.6890144542378988	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:47:39.474378+00:00	exp_e8_scale_1p2_20260424T164721Z	e9c88bdece26be1b57e9df290c74b3b151342136	e8_scale_1p2	E8 blend with forecast scores scaled up by 1.2 before optimization.	data/runs/phase2-source-20260424	100	48	0.3	5.0	2.866242601092798	1.1306854857762518	1.735557115316546	-0.47762445390406805	1.4362485203043884	1.1155302296855116	0.6588708005024914	0.3140996895660539	2.0976486841255966	-0.2128154137945294	0.6816513856697312	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:47:58.209954+00:00	exp_e8_scale_1p5_20260424T164740Z	e9c88bdece26be1b57e9df290c74b3b151342136	e8_scale_1p5	E8 blend with forecast scores scaled up by 1.5 before optimization.	data/runs/phase2-source-20260424	100	48	0.3	5.0	2.669923820113787	1.1306854857762518	1.539238334337535	-0.4830102253431016	1.3449147273003381	1.097311592551995	0.6580402923750163	0.33489525825862054	1.9649137339139309	-0.21495874673351345	0.673235341382089	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:48:17.011184+00:00	exp_e8_scale_3p0_20260424T164759Z	e9c88bdece26be1b57e9df290c74b3b151342136	e8_scale_3p0	E8 blend with forecast scores scaled up by 3.0 before optimization.	data/runs/phase2-source-20260424	100	48	0.3	5.0	2.8321450389599687	1.1306854857762518	1.7014595531837169	-0.4319300755630555	1.356822037811652	1.2921953816950396	0.7660998019414945	0.3720620886716123	2.059064401526988	-0.2203418391461769	0.6708812765065888	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:49:00.771923+00:00	exp_e8_scale_0p85_20260424T164843Z	e9c88bdece26be1b57e9df290c74b3b151342136	e8_scale_0p85	E8 blend with forecast scores scaled down by 0.85 before optimization.	data/runs/phase2-source-20260424	100	48	0.3	5.0	3.0264340917668164	1.1306854857762518	1.8957486059905646	-0.3990570644444039	1.5702238396532562	1.0356190220361325	0.6038029832689107	0.26496167394918124	2.278831403309741	-0.19002016413855827	0.6919569089656623	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
2026-04-24T16:49:19.546967+00:00	exp_e8_scale_0p95_20260424T164901Z	e9c88bdece26be1b57e9df290c74b3b151342136	e8_scale_0p95	E8 blend with forecast scores scaled down by 0.95 before optimization.	data/runs/phase2-source-20260424	100	48	0.3	5.0	3.0133728742760804	1.1306854857762518	1.8826873884998285	-0.4367728248831455	1.5597670671337376	1.0744274347535754	0.6276605960241893	0.279802858606761	2.2432243871615074	-0.19872207944307363	0.6874273246389146	46.0	provisional	candidate beats SPY on point estimates but CI lower bound is not positive
